SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,Popularity,Tempo,TimeSignature,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
1196,Couldn't Stand The Weather,3 CD Slipcase,Dallas TX,Stevie Ray Vaughan And Double Trouble,281.05098,1,-1,121.616,4,1985,0.78303711,0.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1197,Bubblin' (Anita Demo),The Best of Camp Lo Vol. 2,New York NY [Bronx],Camp Lo,222.40608,3,0,196.45,4,0,0.655483478,0.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1198,Delilah,Live / The Penthouse Tapes,,The Sensational Alex Harvey Band,316.81261,5,0.57010593,90.689,3,1975,0.569860089,0.41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1199,Guilty Partner,Technique [Collector's Edition],NL,New Order,288.02567,11,0.69621714,146.29,4,1989,0.720711058,0.52,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1
1200,I Got A Seecret,Doc's Da Name 2000,Newark NJ,Redman,209.6322,1,0.547003914,113.312,3,1998,0.743129776,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1201,I'm Not A Loser,Somery,Los Angeles CA,Descendents,89.23383,11,-1,203.29,4,1982,0.727230315,0.48,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1202,Girl You Need My Love,Drop It Acoustic Riddim,,Doniki,256.20853,4,-1,175.202,1,0,0.32232257,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1203,The Modern World,The Jam Story,Woking Surrey England,The Jam,150.59546,1,-1,159.849,4,1977,0.778142723,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1204,Nothing's Clear (Album Version),Revolution Revolucion,Nueva Jersey (Estados Unidos),Ill Nino,202.13506,5,0.233655018,109.441,4,0,0.80955221,0.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1205,So deep,So Deep,United States,Ann Lee,380.08118,7,-1,131.999,4,2000,0.531829216,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1206,Strange Things,Riddim Driven: Celebration,,Tanto Metro & Devonte,158.1971,7,0,104.465,4,2004,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1207,Screamin' & Hollerin' The Blues,Screamin' and Hollerin' The Blues,Oakland CA,Alvin Youngblood Hart,208.84853,3,0.334706549,111.523,1,0,0.523653408,0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1208,Little Brother,Yellow House,Brooklyn NY,Grizzly Bear,384.67873,4,0.882530152,169.038,4,2006,0.760636112,0.55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1209,Tomorrows Girls (Live),Countdown,UK - England - Yorkshire,UK Subs,122.40934,10,-1,199.379,4,1999,0.659944919,0.43,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1210,Polly,In Bloom,London England,Nirvana,168.51546,7,-1,130.339,4,0,0.825805386,0.66,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1211,The Gift,Dangerous,Los Angeles CA,Natalie Cole,194.53342,4,0,115.45,4,1985,0.69044755,0.51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1212,Playboy,Robbery,Santa Monica CA,Teena Marie,323.18649,1,-1,97.396,4,1983,0.621414328,0.44,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
1213,Santa Barbara,Murder She Wrote Single,Kingston,Chaka Demus & Pliers,251.97669,2,0.258496447,95.044,4,0,0.611171822,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1214,Wishlist,Seattle Washington November 5 2000,Seattle WA,Pearl Jam,235.25832,0,-1,117.946,4,1998,0.81444811,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1215,Day Or Night [Live Album Version],Waiting For Columbus [Live Deluxe],Los Angeles CA,Little Feat,330.73587,4,0.304169503,93.42,1,0,0.674918816,0.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1216,Halloween,Milking The Sacred Cow,,Dead Kennedys,216.842,10,0.788388183,92.897,4,1982,0.737037558,0.54,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1217,Liquid Time (composition by John Goodsall),X Communication : Trilogy II,Sikeston MO,Brand X,279.35302,9,0.445454525,99.024,4,0,0.601305751,0.36,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1218,3,3,Kentwood LA; Los Angeles CA,Britney Spears,465.47546,1,-1,131.999,5,2009,0.947327507,0.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1219,Meet Me in the City,Meet Me in the City,Hudsonville MS,Junior Kimbrough,190.06649,7,0.618352389,129.584,4,1997,0.683455701,0.43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1220,Cry For Love,Kings of Zion,,Capleton,216.81587,1,0,137.425,3,0,0.662250484,0.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1221,15 Step,In Rainbows,Oxford UK,Radiohead,237.21751,1,0.47643522,188.91,5,2007,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1222,From Afar (Album Version),Van Halen III,Pasadena CA,Van Halen,324.23138,4,0.685351118,87.899,1,1998,0.744641246,0.58,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1223,Get Happy,The Best Of Danny Wilson,Dundee Scotland,Danny Wilson,126.53669,5,0.212045405,92.591,4,0,0.559991415,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1224,Raise Your Hands,Who Says You Can't Go Home,Sayreville NJ,Bon Jovi,311.27465,1,-1,139.95,4,1986,0.839297678,0.72,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1225,Champagne & Reefer,Amerijuanican,Madison Wisconsin,Bongzilla,286.58893,9,0.536788886,97.265,3,2005,0.574400789,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1226,Volumatic Spacer Device,Lo Compilation Mix By Susumu Yokota,London,The Chap,207.28118,6,0.407233015,123.007,4,2003,0.612657824,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1227,Blood Round Dance Song (World),Changes,,R. Carlos Nakai,146.33751,1,0.215080319,104.989,1,1982,0.577276089,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1228,Spoonie Is Back,The Sugar Hill Records Story,New York NY,Spoonie Gee,393.63873,1,0.543524277,135.503,5,0,0.618692142,0.42,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1229,Crawling (Album Version),Hybrid Theory,Los Angeles CA,Linkin Park,208.95302,4,0.872229023,105.095,4,2000,0.887386081,0.79,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1230,Tell Me What I Want to Hear,Class War,,The Dils,141.84444,10,0.304169503,163.024,4,0,0.503235536,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1231,Strike While the Iron is Hot,Blues Fallin' Down Like Rain,New Orleans LA,Kenny Neal,180.61016,4,-1,107.008,4,0,0.505847111,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1232,Livin' In a Strain,Big Mama'S Door,Oakland CA,Alvin Youngblood Hart,231.10485,2,0.503381236,112.717,1,0,0.523653408,0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1233,My Life Is Totally Boring Without You,Gentleman's Blues,Richmond VA,Cracker,196.5971,9,0.427446571,107.848,4,1998,0.640574149,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1234,Do You See The Light (Deep Ethno Mix),Attack - The Remixes Part 2,Germany,SNAP!,293.92934,1,0,131.977,4,1996,0.71881021,0.46,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1235,Gavel Obliterated,Empty The Bones Of You,Los Angeles CA,Chris Clark,226.11546,11,0.60164471,102.093,3,0,0.597281478,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1236,Since The Last Time,Since the Last Time,Atlanta GA,ARRESTED DEVELOPMENT,218.06975,1,0.609043943,177.886,4,2006,0.701118744,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1237,Role Model,Rage and Fury,Birmingham England,Steel Pulse,262.47791,1,0.319565987,156.084,4,1997,0.698452539,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1238,No Pienses Asi,Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976,New York NY,Eddie Palmieri,266.50077,10,-1,153.309,1,1973,0.571926731,0.37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1239,Forever,Forever,Fairfax California,Chris Brown,389.25016,11,-1,85.322,1,0,0.892688611,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1240,Simple Twist Of Fate,Desire/Blood On The Tracks/Street Legal,Duluth MN,Bob Dylan,257.61914,4,0.702551585,136.842,1,1975,0.675384812,0.63,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
1241,We Put It Down For Y'all (Explicit LP Version),Anarchy,East Flatbush Brooklyn NY,Busta Rhymes,209.60608,7,0.447135796,90.032,4,2000,0.809828123,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1242,I'm Happy She Said,M83,Antibes France,M83,1071.882,4,0.699426728,90.264,4,2001,0.823548253,0.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1243,All Night Long (Instumental),God Knows I Tried,Hudsonville MS,Junior Kimbrough,384.57424,8,-1,83.706,4,1998,0.683455701,0.43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1244,If I Ain't Got You,Essential-Soul Love,Harlem New York,Alicia Keys,231.18322,7,-1,118.273,4,2003,0.933916106,0.78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1245,What's Wrong,Love_ Peace & Nappiness,South Jamaica Queens,Lost Boyz,250.27873,1,0.405115722,98.431,4,1997,0.569741152,0.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1246,Hold Me While I Cry,The Story Of My Life,Ponchatoula LA,Irma Thomas,205.29587,10,0.334706549,112.109,3,2001,0.623823768,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1247,Hear My Train A Comin',Valleys Of Neptune,Seattle USA,Jimi Hendrix,449.74975,8,0.693961617,146.77,1,1989,0.840963901,0.59,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1248,On Independence Day,The People or The Gun,Pittsburgh PA,Anti-Flag,171.59791,10,0.603860471,152.273,4,2009,0.844039532,0.52,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1249,Loving You Too Long,Billy Bragg Vol.1,Barking Essex England,Billy Bragg,173.50485,7,0.372530039,83.481,4,2006,0.703690572,0.53,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1250,Help Me,Exclusive,Fairfax California,Chris Brown,197.09342,11,0.587748265,89.966,4,0,0.892688611,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1251,Rowena,High Wide & Handsome - The Charlie Poole Project,Chapel Hill NC,Loudon Wainwright III,152.13669,0,0.387026532,151.294,1,2009,0.661080168,0.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1252,Care,Jah Protect,,Sizzla,168.56771,1,0.33888672,189.263,4,2006,0.732571745,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1253,Romantic Rights (Jesper Dahlback Remix),Romantic Rights,BA,Death From Above 1979,344.842,11,0.454192988,91.879,4,2004,0.738594499,0.47,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1254,Street Crab,Betty,New York,Helmet,212.16608,9,0.733541056,141.165,3,1994,0.776598968,0.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1255,Phone Booth,Live From Across The Pond,,The Robert Cray Band,278.54322,9,-1,75.887,3,1983,0.566329185,0.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1256,Stranger,In This Place,,True Believers,203.12771,1,0,125.177,3,0,0.494073815,0.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,Children Of The Revolution,Murder One,,Killers,218.8273,6,0.425124658,128.951,4,0,0.918451789,0.82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1258,Meet Me In The Bathroom,Room On Fire,NY,The Strokes,177.18812,7,0.745743388,93.315,5,2003,0.80704348,0.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1259,La Photo,Jump N' Shout,London England,Basement Jaxx,240.01261,11,0.360370583,126.8,3,1999,0.803619262,0.53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1260,In My Life,Love,Philadelphia PA,Boyz II Men,151.58812,2,0.583566126,94.921,7,2009,0.790922848,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1261,Drop Sacrifice,The Invisible Conquest,,Liquid Stranger,249.49506,9,0.43483809,136.936,4,2007,0.540123026,0.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1262,This Is Why I'm Hot (The Original) (Single Version) (Edited),This Is Why I'm Hot (The Original),New York NY [Washington Heights],MIMS,258.92526,10,0,159.989,4,0,0.796320378,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1263,Incide,Seance,,Dark Fortress,320.44363,7,0.668338665,152.6,5,2006,0.633932726,0.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1264,Whatever Lies Will Help You Rest,Welcome The Night,Anderson IN,The Ataris,212.89751,4,0.548678056,151.949,4,2006,0.82785377,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1265,Downstream,Step On It,Birmingham England,Broadcast,179.30404,2,0,138.986,4,0,0.691850737,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1266,Moss Garden (1999 Digital Remaster),Heroes,London UK,David Bowie,305.05751,1,0.262509351,221.658,4,1977,0.865970006,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1267,Adnans,In Sides,Sevenoaks United Kingdom,Orbital,521.56036,7,0.754274011,101.99,4,1999,0.693009204,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1268,I Can't Break Away,Sugar Man,Austin TX,Sam Baker,141.84444,8,0,145.525,3,0,0.688332484,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1269,Southbound Blues,Bluesman,,John Hammond,201.92608,9,0,92.122,1,0,0.590692918,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1270,Gone To The Movies,Feeling Strangely Fine,Minneapolis MN,Semisonic,232.25424,0,0.612054954,97.995,4,1998,0.7127449,0.47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1271,Sin,Pretty Hate Machine,Cleveland OH,Nine Inch Nails,242.96444,11,-1,85.599,3,1989,0.905776889,0.6,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
1272,Locust Reign (Live in California),Unloved and Weeded Out,Boston Brooklyn USA,Converge,99.99628,10,0.547003914,133.549,3,2003,0.810506205,0.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1273,Intensity In Ten Cities,Ley Lines,,Embrace the End,247.48363,7,0.547952942,231.851,5,2008,0.58036979,0.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1274,Uniform (Scripka Mix),Keep The Circle (B-Sides and Udder stuff),Manchester England,Inspiral Carpets,230.5824,2,-1,131.875,4,0,0.605109702,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1275,Windpower (2009 Digital Remaster),The Golden Age Of Wireless,Cairo Egypt,Thomas Dolby,259.18649,6,0.375984302,128.47,4,1982,0.641354081,0.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1276,Anyway_ Anyhow_ Anywhere,The Kids Are Alright,Angleterre,The Who,169.66485,2,-1,140.66,4,1979,0.836039353,0.59,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1277,Smile Jamaica,Kaya,,Bob Marley & The Wailers,307.61751,11,0.675582692,146.581,1,1992,0.778835827,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1278,The Burden of Hope,Peace Is Here: Christmas Reflections by Jars Of Clay,Nashville TN,Jars Of Clay,113.21424,1,-1,38.416,4,0,0.749029875,0.58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1279,Catholic Knees (Album Version),New Again,Long Island New York,Taking Back Sunday,168.25424,11,0.637828866,131.018,1,2009,0.548108774,0.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1280,Intro 2/ Kick Out The Jams (LP Version),Kick Out The Jams,Lincoln Park MI,MC5,172.30322,9,-1,145.514,1,1969,0.654860822,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1281,The Sukkubus Lustrate,Bondage Goat Zombie,SANTA ANA California,Belphegor,178.15465,2,0.578658188,120.026,3,2008,0.683525065,0.47,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1282,Ain't It Funny,J.Lo,The Bronx New York,Jennifer Lopez,246.20363,2,-1,99.831,4,2001,0.816842854,0.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1283,Promised Land,Promised Land (The German Remixes),,Boogie Pimps Feat. Steve Brookstein,322.53342,6,-1,83.345,1,0,0.62799739,0.37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1284,Fake Tales Of San Francisco,Whatever People Say I Am_ That's What I'm Not,Sheffield South Yorkshire Engla,Arctic Monkeys,177.94567,7,0.790786932,127.294,4,2004,0.81659671,0.58,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1285,Stormy Weather,Take Five,Chicago IL,Quincy Jones,196.04853,8,-1,72.117,3,1988,0.709967526,0.51,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1286,Zero M2,Diary Of An Afro Warrior,London United Kingdom,Benga,233.16853,2,0.625865454,139.994,4,2008,0.70382389,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1287,In My Arms,Eyes Open,Dundee Scotland,Snow Patrol,276.68853,0,0.732203716,84.595,5,2006,0.818319359,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1288,The Mist,Kitaro Osaka-Jo Hall Live in 1983,Toyohashi Japan,Kitaro,428.72118,0,-1,104.323,4,1983,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1289,Pon De Floor,Pon De Floor,Philadelphia PA,Major Lazer / Vybz Kartel / Afrojack,187.0624,9,-1,84.525,3,2009,0.699858127,0.52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1290,Rubies_ Pearls_ And Emeralds,The Rodeo Eroded,,Tin Hat Trio,292.04853,4,0.444401715,167.915,4,2002,0.547801656,0.37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1291,Rollercoasting,Ahead Of The Race,Cardiff Wales,Helen Love,174.602,8,-1,99.809,4,1994,0.581884359,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1292,Know Your Friends,Everyone Falls In Love,,Tanto Metro & Devonte,221.23057,1,-1,180.132,4,1999,0.611788254,0.34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1293,Perfect Motion,Renaissance The Classics,Essex England,Sunscreem,590.15791,9,-1,125.055,4,1992,0.546727554,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1294,Speed Of Sound (Live),Speed Of Sound,,Coldplay,285.04771,11,0.454042766,122.94,4,2005,0.865021512,0.92,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1295,We Sleep Forever [Live],From Hell...With Love,Seattle Washington,Aiden,281.46893,9,0.525580553,138.417,5,0,0.773491324,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1296,The One,Colorful You,San Francisco CA,Miguel Migs,284.60363,11,0.565451012,104.988,4,2002,0.658349215,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1297,Chim Chim Cheree,The Best of the Jazz Guitar,Chuckatuck VA,Charlie Byrd,471.43138,11,0,82.039,1,1989,0.527339183,0.31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1298,One More Chance,Sellout Sessions 03,London England,Bloc Party,166.26893,9,-1,127.154,4,2009,0.827776802,0.54,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1299,Hey Daddy (Daddy's Home),Raymond v Raymond,Atlanta GA,Usher,224.10404,11,0.785679587,95.998,4,2010,0.856448924,0.85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1300,Four,Move Me+,Glasgow Scotland,Midge Ure,287.52934,2,0,97.982,4,0,0.556807655,0.38,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1301,Willow Weep For Me (With Willie Nelson),The Rodeo Eroded,,Tin Hat Trio,276.58404,5,0.544575869,91.681,3,2002,0.547801656,0.37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1302,Al Doilea Om,OM,Timisoara,Negura Bunget,123.66322,2,-1,127.719,4,2006,0.600091524,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1303,They Came To Boston,More Noise And Other Disturbances,Boston MA,Mighty Mighty Bosstones,211.33016,9,0.487112195,205.559,1,1992,0.699262056,0.48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1304,Sanctuary,Live In A Dive,Virginia,Sick Of It All,109.00853,7,-1,196.327,4,1999,0.690626256,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1305,Is It Love,A Brief History Of The 20th Century,Leeds England,Gang Of Four,273.99791,1,0.492398353,117,4,1983,0.683845007,0.45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1306,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,,The Killers,527.98649,1,-1,134.02,4,2005,0.918451789,0.82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1307,Group Sex,Group Sex,California - LA,Circle Jerks,63.52934,4,0.746432679,162.384,1,1980,0.666522677,0.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1308,Prequel To The Sequel (Album Version),Colors,Charlotte NC,Between The Buried And Me,516.62322,1,0,132.949,3,2007,0.840590438,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1309,Drifting Away,Faithless Live In Cannes EP,London England,Faithless,247.14404,2,-1,125.063,4,1996,0.813013089,0.55,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1310,(I'm So) Afraid Of Losing You Again,Super Hits,Sledge MS,Charley Pride,188.02893,4,-1,98.824,4,1970,0.580798778,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1311,Duck And Run,Another 700 Miles,Escatawpa MS,3 Doors Down,278.90893,4,0.527818137,85.787,4,1999,0.840432422,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1312,The Heavenly Place,Sweet Talkin' Girls: The Best Of The Chiffons,New York NY [The Bronx],THE CHIFFONS,143.882,8,0.377531645,88.675,1,0,0.599536502,0.4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1313,Olive Oil,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,Manchester England,Happy Mondays,156.682,11,0.504034341,129.282,1,1987,0.682101282,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1314,Llamado De Emergencia,Talento De Barrio,Puerto Rico,Daddy Yankee,239.882,4,0.774816244,195.985,4,2008,0.908984296,0.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1315,Don't Go Breaking My Heart (LP Version),WHAT THE WORLD NEEDS NOW IS BURT,Niteroi Brazil,Sergio Mendes,152.29342,4,0.330234683,130.892,4,0,0.649086013,0.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1316,Million Miles,The Things We Left Behind,Toronto Ontario Canada,Blue Rodeo,543.97342,7,-1,99.644,1,2009,0.636423645,0.45,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1317,I Don't Want To Let You Go,Raditude,,Weezer,228.44036,8,0.75626739,122.852,4,2009,0.830884642,0.78,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1318,At The Movies (1991 Digital Remaster),Rock For Light,Washington D.C.,Bad Brains,136.38485,5,-1,127.157,4,1983,0.726298027,0.56,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1319,Into The Mouth Of Hell We March [Explicit],Shogun,Orlando FL,Trivium,352.02567,4,-1,141.813,4,2008,0.847754656,0.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1320,Sweet Love,25 Years/25 Songs,Ireland,Mary Black,310.20363,2,0.334706549,42.75,4,0,0.597113363,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1321,Rainbow Jungle (Dub / Instrumental Reggae Music),Jungle Signal,Jamaica,Mikey Dread,159.99955,9,-1,145.618,4,0,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1322,Salva Mea,Ibiza 1991 - 2009,London England,Faithless,221.98812,5,-1,128.067,4,1995,0.813013089,0.55,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1323,Reborn (Explicit),Full Circle,,Drowning Pool,248.78975,11,0,166.064,4,2007,0.791022278,0.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1324,The Way I Am,Without Me,St. Joseph MO,Eminem,292.25751,1,-1,174.651,4,2000,0.871010615,0.8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1325,22 (Acoustic),It's Not Me_ It's You (Special Edition),LDN,Lily Allen,187.24526,3,-1,132.61,4,2009,0.916058238,0.54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1326,Revolver [Tracy Young's Shoot To Kill Remix],Revolver,Bay City MI,Madonna,564.94975,10,-1,85.318,1,0,0.915823253,0.66,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1327,Abscondence,Kite,,Sun Yan-Zi,285.962,8,-1,100.059,3,2001,0.475027801,0.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,Plecaciunea mortii,Maiastru Sfetnic,Timisoara,Negura Bunget,620.19873,9,-1,91.144,7,0,0.600091524,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1329,Ellen Disingenuous,Ellen Disingenuous,,Busdriver,246.22975,7,0,136.116,4,0,0.618002715,0.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1330,Ballin' the Jack,Little Miss Dynamite,Lithonia GA,Brenda Lee,113.97179,3,0.215080319,117.696,1,0,0.669371502,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1331,The Deep Blue Sea,Live In Concert,Alberta Canada,The Irish Rovers,192.05179,2,0.265053158,175.325,4,0,0.589314502,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1332,City Of Screaming Statues,Gardens Of Grief,Gothenburg,At The Gates,286.04036,7,-1,171.613,1,1991,0.682268535,0.46,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
