SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,KeySignatureConfidence,Popularity,Tempo,TimeSignature,TimeSignatureConfidence,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
3639,You Appearing,Saturdays = Youth,Antibes France,M83,219.24526,7,0.446,0.852088918,96.047,7,0.841,2008,0.823548253,0.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3642,Horns Of The Bull,Signs Of Life,,Penguin Cafe Orchestra,275.12118,2,1,0.512253654,191.61,1,0,1987,0.635087811,0.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3644,The Lie,Process Of Belief,Los Angeles Ca,Bad Religion,138.84036,9,0.495,0.674142968,140.202,4,0.502,2002,0.858677442,0.62,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3645,Take My Breath Away,In This Skin (Standard Package),Dallas TX,Jessica Simpson,196.12689,7,0.537,0,99.909,4,0,2004,0.772518285,0.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3649,L'Homme De Paille,Integrale Les Cactus,Paris France,Jacques Dutronc,142.91546,7,0.592,0.38293509,130.196,1,0.412,1989,0.612953154,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3651,End Of The Age,Dichotomy,Atlanta GA,Becoming The Archetype,389.95546,2,0.391,0.696230193,85.061,4,0.616,2008,0.657826293,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3654,Sliabh Geal gCua,Ceol Tacsi,,Karan Casey,189.88363,3,0.09,nan,102.745,5,0.778,0,0.528233945,0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3656,Don't Let My Teardrops Bother You (Album Version),Just Being Myself,East Orange NJ,Dionne Warwick,243.85261,2,0.007,nan,130.637,4,0.446,0,0.647933084,0.48,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
3657,Send Me An Angel,Eurotrash,,Zeromancer,236.53832,10,0.632,0.864141654,130,4,0.501,2001,0.644519692,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3658,Rotten Apples,Rarities & B-Sides,Chicago IL,The Smashing Pumpkins,184.39791,6,0,0.584437156,88.794,4,0.946,1995,0.88792045,0.67,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3659,Muh- F***a,Malpractice,Newark NJ,Redman,199.81016,11,0.097,0.358976526,92.8,4,1,2001,0.743129776,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3669,If I Was Your Woman,Unplugged,Harlem New York,Alicia Keys,244.45342,6,0.649,0.623448449,74.078,7,1,2005,0.933916106,0.82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
3675,Clown,Charmbracelet,New York New York,Mariah Carey,196.93669,7,0.045,0.564258739,120.083,7,1,2002,0.934935267,0.79,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3681,Your Recipe,The Complete BBC Sessions,West London England,Aswad,242.07628,5,0.574,nan,146.313,4,0.036,0,0.619358946,0.39,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3690,We Gotta Talk,J.Lo,The Bronx New York,Jennifer Lopez,247.77098,5,0.448,nan,132.731,4,0.58,2001,0.816842854,0.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3694,Chime,Global Gathering 2008,,Shapeshifters,467.43465,11,0.785,0.565715851,131.996,4,0,2008,0.630130467,0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3696,Livin in the Jungle,Obsession,Jamaica,Mikey Dread,152.00608,6,0.442,nan,159.659,4,0.153,0,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3701,Split Part One,U.S. Tour '72,,Groundhogs,601.3122,7,0.203,0.493466819,153.656,1,0,0,0.518442304,0.42,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3702,Affliction,DECEMBERUNDERGROUND,Ukiah CA,AFI,328.72444,4,0.093,0.836930122,113.471,5,0.576,2006,0.909247283,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3706,Miss Elaine,Tougher Than Leather,,RUN-DMC,185.23383,6,0.163,nan,124.993,4,0.299,1988,0.686988955,0.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3707,A Song For You (Live),Something Got Me Started: Live In Cuba,Ingiltere,Simply Red,253.43955,7,0.742,0.265861049,105.468,3,0.757,0,0.731590592,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3711,Mostly Tha Voice (Explicit),Hard To Earn,Boston Massachusettes,Gang Starr,218.38322,2,0.161,0.585116487,91.399,4,1,1994,0.705881777,0.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3716,Everyday I Have The Blues,Jake Head Boogie,Centerville TX,Lightnin' Hopkins,70.53016,8,0.009,0.375984302,94.807,3,0.797,1999,0.709198455,0.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3718,Christmas All Over Again,Four Christmases,Gainesville FL,Tom Petty And The Heartbreakers,254.98077,9,0.371,0.751968603,138.916,4,0.152,0,0.779838092,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3719,I Am Here,Let's Smile !,,F.I.R.,232.48934,5,0.694,0.480236921,85.96,4,0.485,2009,0.537385267,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3720,I'm Your Witchdoctor,Bluesbreakers With Eric Clapton - Deluxe Edition,,John Mayall & The Bluesbreakers,129.48853,2,0.151,nan,117.73,5,1,1988,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3721,Out Demons Out (Live) (2004 Digital Remaster),Keep Them Freaks A Rollin' - Live At Abbey Road,,The Edgar Broughton Band,594.85995,0,0.261,nan,131.184,4,0.747,0,0.524008172,0.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3722,Better To Have Lost In Love (Than Never To Have Loved),3 Originals,London England,Eurythmics,305.10975,5,0.758,nan,140.549,4,0.842,0,0.75100762,0.52,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
3723,Motownphilly,Cooleyhighharmony - Expanded Edition,Philadelphia PA,Boyz II Men,245.75955,9,0.055,nan,112.258,4,0.897,1991,0.790922848,0.60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3730,Metal Militia,Kill 'Em All,Los Angeles CA,Metallica,311.19628,11,0.066,nan,88.73,4,0.251,1982,0.864143219,0.73,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3733,Eugene's Lament,Ill Communication,New York NY,Beastie Boys,132.51873,4,0.858,nan,142.409,4,0,1994,0.853124523,0.59,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
3734,Lost In The Future (False Start -#1),1970: The Complete Fun House Sessions,Ann Arbor MI,The Stooges,27.0624,0,0,0.450762242,26.663,4,0,0,0.732603394,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3736,The Woman I Need (Honky Tonk Mind),Honky Tonk Man:  The Essential Johnny Horton 1956-1960,Los Angeles CA,Johnny Horton,132.23138,7,0.623,0.439202489,179.49,1,0,2000,0.610427725,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3738,Key To The Highway,The Four Kings Of Blues Guitar,Gilmer TX,Freddie King,332.45995,2,1,nan,159.869,4,0.809,1971,0.609636698,0.38,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3744,Natural High (Interlude),A Little Deeper,London,Ms. Dynamite,56.13669,9,0.626,0.606807293,112.991,3,0.768,2002,0.589694605,0.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3745,Hole In My Head,Fly,Austin TX,Dixie Chicks,201.16853,2,0.634,0.706317473,153.447,1,0,1999,0.827409365,0.58,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3750,Get It While You Can,Cheap Thrills/Kozmic Blues/Pearl,Port Arthur TX,Janis Joplin,205.53098,0,0.589,nan,74.961,4,0.036,1971,0.803810768,0.56,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
3751,Spiritual Passion (aka Dubious),The Projected Passion Revue,Birmingham England,Dexys Midnight Runners,202.39628,4,0.212,nan,119.448,1,0.387,2007,0.679793556,0.49,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3752,Simple Man,Hard Rock Live,England,Bad Company,296.12363,0,0.015,nan,130.049,4,0.25,1976,0.696816892,0.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3753,Other Side Of Antarctica,Antarctica / China,Volos Greece,Vangelis,416.7571,4,0.406,0.648733446,162.441,4,0.058,1983,0.772871995,0.47,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
3757,Message To A Friend,Beyond The Missouri Sky,Shenandoah IA,Pat Metheny / Charlie Haden,373.41995,7,0.48,0.414822708,200.199,7,1,0,0.618296844,0.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3764,World On Wheels,Neighborhood Watch,Los Angeles California,Dilated Peoples,236.59057,11,0.662,0.585452852,88.176,4,0.622,2004,0.804838889,0.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3773,Tic,Betty,New York,Helmet,220.31628,7,0.024,0.584094133,144.447,4,0.709,1994,0.776598968,0.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3774,Zap Zap,Deluxe Soundsystem,Germany,Dynamite Deluxe,86.67383,9,0.424,0.577848621,93.298,3,0.693,2000,0.633402342,0.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3778,Overdrive,ONE BY ONE,Seattle WA,Foo Fighters,270.47138,2,0.886,0.68731164,157.739,4,0.224,2002,0.839275393,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3780,She Made My Blood Run Cold,For The Chosen Who,California - LA,Rod Piazza & The Mighty Flyers,257.2273,8,0.341,0.240278449,117.267,4,0.59,0,0.509984625,0.32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3788,A Poor Man's Roses,Music Trends - Country Busters,Gore VA,Patsy Cline,168.95955,11,0.656,nan,91.01,1,0,1961,0.656728903,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3790,Hell On High Heels,New Tattoo,Los Angeles California,Motley Crue,260.04853,5,0.026,nan,132.131,4,0.275,2000,0.724284927,0.50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3798,Standing In The Shower... Thinking ( LP Version ),Nothing's Shocking,Los Angeles CA,Jane's Addiction,185.15546,7,0.746,0.613040082,223.387,4,0,1988,0.711893809,0.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3801,Dead Wrong,Bears_ Mayors_ Scraps and Bones,Toronto Ontario Canada,Cancer Bats,160.26077,2,0.157,0.642218428,168.901,4,0.749,2010,0.689800593,0.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3802,All I Want,All I Want,,Captain Hollywood Project,372.27057,9,0.61,nan,109.85,4,0.792,1993,0.524821393,0.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3804,I See God,The Quiet Hour,Houston TX,Johnny Nash,187.0624,3,0.607,0,86.128,1,0.753,0,0.593420296,0.41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3812,Up Among The Heather,Upon A Shamrock Shore/Songs Of Ireland And The Irish,Alberta Canada,The Irish Rovers,132.25751,4,0.682,0.723839028,189.817,1,0.014,0,0.589314502,0.40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3815,Losers,#8,Oklahoma City OK,J.J. Cale,160.62649,0,0.783,0.304169503,136.273,1,0,1983,0.67577137,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3817,The True Beast,The Price Of Existence,,All Shall Persih,215.61424,11,0.042,0.649212582,99.963,4,0.73,2006,0.741848576,0.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3818,Warung Beach,Clubplanet Volume 1,Hastings England,John Digweed,460.79955,8,0.012,0.413739836,125.015,4,0.76,0,0.703229577,0.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3826,34 Blues,A Spoonful Blues  Vol 1,Edwards MS,Charlie Patton,173.322,5,0.376,nan,100.795,3,0.996,1934,0.574300068,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3831,Manuel Santillan_ El Leon (Version Reggae),Vasos Vacios,Buenos Aires.,Los Fabulosos Cadillacs,239.67302,7,0.697,0.270775999,214.941,4,0.631,1993,0.774037142,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3832,Don't Matter,Don't Matter,St. Louis MO,Akon,249.39057,2,0.358,0.847530898,125.328,4,1,2006,1,0.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3834,Bad Woman,Teddy Picker,Sheffield South Yorkshire Engla,Richard Hawley And Death Ramps_ Arctic Monkeys,139.78077,2,0.349,0.650676969,130.631,1,0,2007,0.81659671,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3836,Be Careful With A Fool,The Best Of Johnny Winter,Beaumont Texas,Johnny Winter,315.92444,7,0.308,nan,103.377,3,1,1969,0.749711707,0.45,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3842,Gently (Album Version),Iowa,Des Moines Iowa,Slipknot,294.00771,2,0.698,0.717458089,134.282,4,0,0,0.928936926,0.60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3843,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),Evolution (Rudy Van Gelder Edition),New York,Grachan Moncur III,474.06975,6,0.49,0.225095974,152.213,1,0.02,0,0.445670421,0.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3844,Nature Boy,Portrait,Newton-le-Willows Merseyside England,Rick Astley,192.10404,0,0.403,0.358976526,99.985,4,0,2005,0.754917645,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3848,I Don't Know You People,The Middle Of Nowhere,Sevenoaks United Kingdom,Orbital,467.53914,6,0.717,0.687069389,91.364,5,0.996,1999,0.693009204,0.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3849,Song For A Friend (Live From Montalvo),Selections For Friends,,Jason Mraz,740.46649,11,0.537,0.681546638,173.468,7,0.796,2007,0.842972108,0.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3857,Let Me Show You The Way (Out),More Than A Woman,Severn MD,Toni Braxton,258.48118,6,0.462,0.599868664,91.066,4,0.972,2002,0.737972528,0.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3859,I Love U,Graffiti,Fairfax California,Chris Brown,182.22975,2,0.689,0.581987157,66.696,3,0.982,0,0.892688611,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3865,"Wrote For Luck (12"" - Remastered version)",Bummed,Manchester England,Happy Mondays,342.59546,10,0,0.345802234,101.831,4,0.097,1988,0.682101282,0.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3872,Drown In My Own Tears (LP Version),Bobby Darin Sings Ray Charles,New York NY [The Bronx],Bobby Darin,203.57179,1,0.621,0,66.232,3,0.864,0,0.704411407,0.47,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3877,McHattie's Waltz,Devolver,California - SF,The Waybacks,288.49587,0,0.592,nan,240.983,3,0.69,2000,0.530630809,0.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3879,Going Strong (Album Version),The Gangs All Here,Boston MA,Dropkick Murphys,186.01751,2,0.934,0.60547354,182.518,1,0,0,0.79309437,0.57,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3885,Single Ladies (Put A Ring On It),Single Ladies (Put A Ring On It) - Dance Remixes,,Beyonce,466.05016,11,0.847,nan,84.1,1,1,2008,0.889460725,0.62,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3887,Tony Yayo Explosion,Tha Gangsta Mix,ABD,G Unit feat. 50 Cent,101.43302,11,0,0.327736683,75,3,1,2002,0.056017386,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3888,Ain't Got Nothin' But The Blues (Album Version),Talk To Your Daughter,Ukiah CA,Robben Ford,278.96118,5,0.513,0.518759898,91.247,3,0.814,1988,0.604820432,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3890,Make It Funky (Album Version),Information Society,Minneapolis MN,Information Society,68.362,0,0.793,0.597116703,149.91,4,0.75,1988,0.567510986,0.43,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3897,My Heart Is Booked,Bandelero,,Pinchers,221.88363,2,0.674,0,176.536,4,0.612,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3902,Good Times Have Done Me Wrong (live) - exclusive version,Stay (Bonus Version),Ingiltere,Simply Red,305.162,1,0.462,nan,90.031,4,0.801,0,0.731590592,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3918,Wildflowers (Album Version),Wildflowers,Gainesville FL,Tom Petty,190.32771,5,0.912,0.621621073,86.8,4,0.85,1994,0.779838092,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3925,Carol,Teenage Head,San Francisco CA,Flamin' Groovies,195.39546,9,0.438,0.600853803,172.502,1,0,1999,0.559317502,0.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3927,Taste You,Auf Der Maur,,Auf Der Maur,277.89016,9,0.42,0.799547839,125.05,3,0.761,2004,0.569988889,0.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3929,Come To Me Tonight,Frankenstein Love,Sacramento CA,Daniel Johnston,115.35628,9,0.232,0.427446571,158.304,7,0.627,1998,0.713322147,0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3931,Caught In The Rain,Black Sheep,Syracuse NY,Martin Sexton,277.39383,2,0.62,nan,109.889,3,0.646,1996,0.641197515,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3933,Tu,Donde Estan Los Ladrones,Barranquilla Colombia,Shakira,214.12526,0,0.342,nan,139.95,4,0,1998,0.833178561,0.80,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3935,Chant For Eschaton 2000,Satanica,POLAND,Behemoth,321.48853,2,0.593,0.61105005,156.261,4,0.435,1999,0.84219335,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3936,Deliverance,Dressed Up As Life,Sydney Australia,Sick Puppies,190.9024,5,0.557,nan,91.145,4,0.664,2006,0.782984211,0.68,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3937,Better Be Good,The Real Kids,,The Real Kids,252.26404,4,0.374,nan,162.771,1,0,1976,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3950,A Whiter Shade Of Pale,Medusa,Aberdeen,Annie Lennox,316.76036,0,0.613,nan,145.99,4,0.434,1995,0.775946184,0.62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3951,All Of This,blink-182,Poway CA,Blink-182,280.00608,9,0.501,0.724133953,117.574,4,0.956,2003,0.851351443,0.58,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3955,Ring The Alarm,The Beyonce Experience Live Audio,,Beyonce,161.38404,11,0.052,nan,113.992,3,0.522,2006,0.889460725,0.61,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3962,Fast-Track,Pyramid Song,Oxford UK,Radiohead,197.45914,2,0.31,nan,103.476,4,0.946,2001,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
3963,The Chosen Legacy,In Sorte Diaboli,Oslo Norway,Dimmu Borgir,259.02975,10,0.039,0.681975088,150.064,7,0.513,2007,0.826075467,0.60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3967,The Ghost At #1,Best!,San Francisco,Jellyfish,216.60689,5,0.156,0.4785044,169.875,4,0,2006,0.593216548,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3970,Donde Estas Corazon,The Remixes,Barranquilla Colombia,Shakira,399.98649,9,0.664,nan,121.589,4,1,1997,0.833178526,0.80,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3973,You Were Only Fooling,Who's Sorry Now?...The Early Years 1955-58,Newark NJ,Connie Francis,135.8624,7,0.683,0.313562114,121.993,4,0.459,0,0.616698192,0.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3974,Hope  (Edited Album Version),Kamikaze,Chicago IL,Twista Featuring Cee-Lo,272.50893,11,0.334,0.327736683,106.967,4,0.643,2004,0.889613555,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3975,Lonesome To The Bone,Wanted Man: The Johnny Cash Collection,Kingsland AR,Johnny Cash,162.29832,9,0.542,0.578755678,170.995,4,1,1974,0.817256939,0.74,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
3976,Soul Music (ReMastered),Future Shock,Chicago IL,Curtis Mayfield,237.60934,6,0.438,nan,83.902,1,0,2006,0.786921231,0.50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3977,The Avenue (Zack W. Remix),Yes! 2-Disc Set,,K-OS,282.43546,9,0.63,0.548678056,102.91,4,0.159,0,0.712662163,0.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3982,Si Xin De Li You,Unlimited,,F.I.R.,248.0322,6,0.297,nan,101.471,7,0.435,0,0.537385267,0.37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3984,I'm Running Out Of Love,Just Because I'm A Woman,Locust Ridge TN,Dolly Parton,125.33506,10,0.728,nan,100.06,4,0.681,2008,0.765254692,0.60,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3985,The House Is Rockin',In Step,Dallas TX,Stevie Ray Vaughan And Double Trouble,168.30649,4,0.086,0.678728981,170.217,4,0,1994,0.73379894,0.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3999,Voici Les Cles,La Ballade Des Gens Heureux,Centre,Gerard Lenorman,227.39546,2,0.152,nan,121.832,1,0.553,1999,0.515344518,0.34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4002,Inoculated City,London Calling / Combat Rock,London England,The Clash,130.63791,2,0.674,0.759068343,87.657,5,0.826,1982,0.775797363,0.60,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
4004,Problem Inna the System,Reggae Salute,,Black History,251.402,5,0.054,0.345802234,127.27,5,0.974,2001,0.732571745,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4007,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),Ummagumma,London England,Pink Floyd,60.13342,7,0.399,nan,65.61,4,0.75,0,0.818042044,0.64,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4008,Babylon,The Cold Earth Slept Below,DeKalb Illinois USA,Judas Iscariot,393.89995,2,0.049,0.566312581,135.39,4,0.5,1995,0.544161995,0.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4009,Dicen Por Ahi,Cosas Del Amor,Madrid Spain,Enrique Iglesias,229.0673,0,0.667,0.469873001,101.43,4,0.415,1998,0.82735726,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4017,I Don't Give a F**k,Southern Slang,,D.O.W.N.,239.72526,11,0.381,0,129.986,4,0.485,0,0.741132802,0.54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4019,The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix),Attack - The Remixes Part 1,Germany,SNAP!,385.35791,6,0.769,nan,150.037,4,0,0,0.71881021,0.46,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4027,Outskirts Of Life,Carnival Of Excess : Limited Edition - Original Mixes,Lancaster NH,GG Allin,198.84363,0,0.95,nan,99.572,4,0.24,0,0.632367594,0.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4029,Styles P Speaks (Interlude),The Art of War Volume 4,New York NY [Queens],Styles P,57.57342,1,0.432,nan,105.532,3,0.689,0,0.743792498,0.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4030,Certified Gangstas (featuring Jim Jones Camron & Bezell),Westside Story Remix feat. Snoop Dogg & 50 Cent,New Mexico,The Game feat. Jim Jones Camron & Bezell,210.23302,7,0.723,0.407233015,69.555,7,0.324,0,0.802925395,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4031,Sanctify Yourself (Extended Remix),Themes - Volume 3,Glasgow Scotland,Simple Minds,435.3824,0,0.878,nan,128.607,4,0,0,0.700679842,0.50,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4033,When A Man Loves A Woman,Alex Loves...,Minneapolis MN,Alexander O'Neal,183.11791,7,0.472,0.473346541,95.924,3,1,2008,0.609123875,0.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
4038,Plans (Cover Version - Original by Grizzly Bear),Friend EP,Brooklyn NY,Band Of Horses,205.24363,11,0.115,0.528782481,111.963,4,0.871,0,0.760636112,0.55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4040,Hunter And The Hunted (Live),Silver Box,Glasgow Scotland,Simple Minds,352.44363,8,0.317,nan,106.136,4,0.295,1983,0.700679842,0.50,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
4047,Visitor,The Ones You Love,,Donna The Buffalo,251.42812,0,0.844,0,172.076,1,0,0,0.575532412,0.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4048,Soul Simplicity,Leave The Story Untold,Ghent Belgium,Soulwax,274.78159,11,0.037,0.48306456,96.02,4,0.367,1996,0.803087355,0.50,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
4051,Livin' On The Edge,A Little South Of Sanity,Boston MA,Aerosmith,324.07465,2,0.723,0.431394611,101.66,4,0.636,1993,0.872536599,0.61,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
4054,Mary Had A Little Boy (Maestro Mix),Attack - The Remixes Part 1,Germany,SNAP!,327.78404,6,0.073,0,121.102,4,1,1996,0.71881021,0.46,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4059,Between Love & Hate,Room On Fire,NY,The Strokes,191.29424,9,0.827,0.828400264,104.208,5,0.699,2003,0.80704348,0.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4060,Dungeon Master,Back In Business,allentown Pennsylvania USA,EPMD / Nocturnal,204.5122,6,0.608,0.480238748,180.823,4,0.567,1997,0.698291624,0.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4063,Laquelle Des Deux Est La Plus Snob,Integrale Les Cactus,Paris France,Jacques Dutronc,152.76363,5,0.8,0.392008771,126.968,3,0.181,1969,0.612953154,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4066,Near My Soul,Fire and Ice II - The 'Lost' Tapes,Tacoma WA,The Sonics,164.362,6,0,0.372530039,158.84,3,0.993,1996,0.653340693,0.45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4069,My Prerogative,My Prerogative,Kentwood LA; Los Angeles CA,Britney Spears,213.18485,1,0.407,nan,110.993,4,1,2004,0.947327507,0.63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
